,vfid,vfacc,vf_full_name,vf_pathogen,vf_short_name,vf_category
1202,VFG010858,YP_095354,LbtB inner membrane protein required for export of Legiobactin ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lbtB,Legiobactin (VF0291) 
1203,VFG010862,YP_094891,"ABC transporter involved in cytochrome c biogenesis, ATPase component CcmA ",Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ccmA,Cytochrome c muturation (ccm) locus (CVF358) 
1204,VFG010866,YP_094892,"ABC transporter involved in cytochrome c biogenesis, CcmB subunit ",Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ccmB,Cytochrome c muturation (ccm) locus (CVF358) 
1205,VFG010874,YP_094894,"cytochrome c-type biogenesis protein CcmD, interacts with CcmCE ",Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ccmD,Cytochrome c muturation (ccm) locus (CVF358) 
1206,VFG010878,YP_094895,"cytochrome c-type biogenesis protein CcmE, heme chaperone ",Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ccmE,Cytochrome c muturation (ccm) locus (CVF358) 
1207,VFG010882,YP_094896,cytochrome c heme lyase subunit CcmF ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ccmF,Cytochrome c muturation (ccm) locus (CVF358) 
1208,VFG010898,YP_094783,Small-molecule methyltransferase IraA ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,iraA,Iron acquisition/assimilation locus (CVF361) 
1209,VFG018236,YP_096471,Dot/Icm type IV secretion system effector DrrA/SidM guanine nucleotide exchange factor (GEF) ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,sidM/drrA,Dot/Icm (SS047) 
1210,VFG041230,YP_094067,"Dot/Icm type IV secretion system effector CegC1, zinc metallophospholipase C ",Legionella pneumophila subsp. pneumophila str. Philadelphia 1,cegC1,Dot/Icm (SS047) 
1211,VFG041231,YP_094093,Dot/Icm type IV secretion system effector AnkQ/LegA10 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ankQ/legA10,Dot/Icm (SS047) 
1212,VFG041232,YP_094100,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg0045,Dot/Icm (SS047) 
1213,VFG041233,YP_094134,Dot/Icm type IV secretion system effector Ceg3 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ceg3,Dot/Icm (SS047) 
1214,VFG041234,YP_094135,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg0081,Dot/Icm (SS047) 
1215,VFG041235,YP_094144,Dot/Icm type IV secretion system effector Lem1 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem1,Dot/Icm (SS047) 
1216,VFG041236,YP_094150,Dot/Icm type IV secretion system effector Ceg4 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ceg4,Dot/Icm (SS047) 
1217,VFG041237,YP_094180,Dot/Icm type IV secretion system effector CegC2 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,cegC2,Dot/Icm (SS047) 
1218,VFG041238,YP_094225,"Dot/Icm type IV secretion system effector LegU1, U-box E3 ubiquitin ligase ",Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legU1,Dot/Icm (SS047) 
1219,VFG041239,YP_094245,Dot/Icm type IV secretion system effector Ceg5 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ceg5,Dot/Icm (SS047) 
1220,VFG041240,YP_094281,Dot/Icm type IV secretion system effector Ceg7 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ceg7,Dot/Icm (SS047) 
1221,VFG041241,YP_094294,Dot/Icm type IV secretion system effector Ceg9 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ceg8,Dot/Icm (SS047) 
1222,VFG041242,YP_094300,"Dot/Icm Type IV secretion system effector Ceg9, manipulating host cell vesicle trafficking factors ",Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ceg9,Dot/Icm (SS047) 
1223,VFG041243,YP_094330,Dot/Icm type IV secretion system effector LegG2 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legG2,Dot/Icm (SS047) 
1224,VFG041244,YP_094338,Dot/Icm type IV secretion system effector Ceg10 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ceg10,Dot/Icm (SS047) 
1225,VFG041245,YP_094339,Dot/Icm type IV secretion system effector Lem2 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem2,Dot/Icm (SS047) 
1226,VFG041246,YP_094348,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg0294,Dot/Icm (SS047) 
1227,VFG041247,YP_094409,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg0365,Dot/Icm (SS047) 
1228,VFG041248,YP_094446,"Dot/Icm type IV secretion system effector LegA9/AnkY, ankyrin repeat-containing protein targeting the LCV for autophagy uptake ",Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ankY/legA9,Dot/Icm (SS047) 
1229,VFG041249,YP_094447,Dot/Icm type IV secretion system effector AnkG/AnkZ/LegA7 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ankG/ankZ/legA7,Dot/Icm (SS047) 
1230,VFG041250,YP_094480,Dot/Icm type IV secretion system effector AnkJ/LegA11 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ankJ/legA11,Dot/Icm (SS047) 
1231,VFG041251,YP_094481,Dot/Icm type IV secretion system effector Ceg14/SidL ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ceg14/sidL,Dot/Icm (SS047) 
1232,VFG041252,YP_094516,Dot/Icm type IV secretion system protein DotV (IcmC-like) ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,dotV,Dot/Icm (SS047) 
1233,VFG041253,YP_094527,Dot/Icm type IV secretion system effector AnkC/LegA12 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ankC/legA12,Dot/Icm (SS047) 
1234,VFG041254,YP_094562,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg0518,Dot/Icm (SS047) 
1235,VFG041255,YP_094563,Dot/Icm type IV secretion system effector Ceg17 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ceg17,Dot/Icm (SS047) 
1236,VFG041256,YP_094670,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg0634,Dot/Icm (SS047) 
1237,VFG041257,YP_094731,"Dot/Icm Type IV secretion system effector AnkX ankyrin repeat-containing protein, phosphoryl transferase ",Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ankN/ankX/legA8,Dot/Icm (SS047) 
1238,VFG041258,YP_094732,"Dot/Icm type IV secretion system effector Lem3, Dephosphoryl-cholinase relieving the AnkX-mediated modification on Rab1 ",Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem3,Dot/Icm (SS047) 
1239,VFG041259,YP_094932,Dot/Icm type IV secretion system effector Ceg18 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ceg18,Dot/Icm (SS047) 
1240,VFG041260,YP_094979,Dot/Icm type IV secretion system effector LegL1 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legL1,Dot/Icm (SS047) 
1241,VFG041261,YP_094997,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg0963,Dot/Icm (SS047) 
1242,VFG041262,YP_095134,Dot/Icm type IV secretion system effector Lem4/SmdA ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem4/smdA,Dot/Icm (SS047) 
1243,VFG041263,YP_095143,Dot/Icm type IV secretion system effector Lem5 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem5,Dot/Icm (SS047) 
1244,VFG041264,YP_095153,Dot/Icm type IV secretion system effector Lem6 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem6,Dot/Icm (SS047) 
1245,VFG041265,YP_095154,"Dot/Icm Type IV secretion system effector Ceg19, manipulating host cell vesicle trafficking factors ",Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ceg19,Dot/Icm (SS047) 
1246,VFG041266,YP_095177,Dot/Icm type IV secretion system effector CegC3 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,cegC3,Dot/Icm (SS047) 
1247,VFG041267,YP_095178,Dot/Icm type IV secretion system effector Lem7 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem7,Dot/Icm (SS047) 
1248,VFG041268,YP_095181,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1148,Dot/Icm (SS047) 
1249,VFG041269,YP_095191,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1158,Dot/Icm (SS047) 
1250,VFG041275,YP_095303,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1273,Dot/Icm (SS047) 
1251,VFG041276,YP_095320,Dot/Icm type IV secretion system effector Lem8 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem8,Dot/Icm (SS047) 
1252,VFG041277,YP_095358,Dot/Icm type IV secretion system effector LegT ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legT,Dot/Icm (SS047) 
1253,VFG041278,YP_095455,Dot/Icm type IV secretion system effector VpdC ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,vpdC,Dot/Icm (SS047) 
1254,VFG041279,YP_095512,"Dot/Icm type IV secretion system effector LegK1, serine/threonine-protein kinase ",Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legK1,Dot/Icm (SS047) 
1255,VFG041280,YP_095517,"Dot/Icm type IV secretion system effector Lgt3/LegC5, blocking host protein synthesis ",Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lgt3/legC5,Dot/Icm (SS047) 
1256,VFG041281,YP_095520,Dot/Icm type IV secretion system effector Lem9 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem9,Dot/Icm (SS047) 
1257,VFG041282,YP_095525,Dot/Icm type IV secretion system effector Lem10 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem10,Dot/Icm (SS047) 
1258,VFG041283,YP_095617,Dot/Icm type IV secretion system effector LegC6 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legC6,Dot/Icm (SS047) 
1259,VFG041284,YP_095627,Dot/Icm type IV secretion system effector Lem11 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem11,Dot/Icm (SS047) 
1260,VFG041285,YP_095629,Dot/Icm type IV secretion system effector LegL2 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legL2,Dot/Icm (SS047) 
1261,VFG041286,YP_095648,Dot/Icm type IV secretion system effector Ceg23 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ceg23,Dot/Icm (SS047) 
1262,VFG041287,YP_095652,Dot/Icm type IV secretion system effector Lem12 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem12,Dot/Icm (SS047) 
1263,VFG041288,YP_095687,Dot/Icm type IV secretion system effector LegL3 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legL3,Dot/Icm (SS047) 
1264,VFG041289,YP_095716,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1689,Dot/Icm (SS047) 
1265,VFG041290,YP_095728,Dot/Icm type IV secretion system effector LegC3/PpeA ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legC3/ppeA,Dot/Icm (SS047) 
1266,VFG041291,YP_095729,Dot/Icm type IV secretion system effector PpeB ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ppeB,Dot/Icm (SS047) 
1267,VFG041292,YP_095744,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1717,Dot/Icm (SS047) 
1268,VFG041293,YP_095745,Dot/Icm type IV secretion system effector AnkI/LegAS4 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ankI/legAS4,Dot/Icm (SS047) 
1269,VFG041294,YP_095777,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1751,Dot/Icm (SS047) 
1270,VFG041295,YP_095877,Dot/Icm type IV secretion system effector Lem14 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem14,Dot/Icm (SS047) 
1271,VFG041296,YP_095907,Dot/Icm type IV secretion system effector LegLC8 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legLC8,Dot/Icm (SS047) 
1272,VFG041297,YP_095949,Dot/Icm type IV secretion system effector Lem15 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem15,Dot/Icm (SS047) 
1273,VFG041298,YP_095963,Dot/Icm type IV secretion system effector Lem16 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem16,Dot/Icm (SS047) 
1274,VFG041299,YP_095964,Dot/Icm type IV secretion system effector LegLC4 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legLC4,Dot/Icm (SS047) 
1275,VFG041300,YP_095965,Dot/Icm type IV secretion system effector Lem17 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem17,Dot/Icm (SS047) 
1276,VFG041301,YP_095969,Dot/Icm type IV secretion system effector LegC4 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legC4,Dot/Icm (SS047) 
1277,VFG041302,YP_095974,Dot/Icm type IV secretion system effector LegL5 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legL5,Dot/Icm (SS047) 
1278,VFG041303,YP_095976,Dot/Icm type IV secretion system effector LirA ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lirA,Dot/Icm (SS047) 
1279,VFG041304,YP_095978,Dot/Icm type IV secretion system effector LirB ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lirB,Dot/Icm (SS047) 
1280,VFG041305,YP_095979,Dot/Icm type IV secretion system effector PieA/LirC ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,pieA/lirC,Dot/Icm (SS047) 
1281,VFG041306,YP_095980,Dot/Icm type IV secretion system effector PieB/LirD ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,pieB/lirD,Dot/Icm (SS047) 
1282,VFG041307,YP_095981,Dot/Icm type IV secretion system effector PieC/LirE ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,pieC/lirE,Dot/Icm (SS047) 
1283,VFG041308,YP_095982,Dot/Icm type IV secretion system effector PieD/LirF ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,pieD/lirF,Dot/Icm (SS047) 
1284,VFG041309,YP_095985,Dot/Icm type IV secretion system effector PieE ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,pieE,Dot/Icm (SS047) 
1285,VFG041310,YP_095988,Dot/Icm type IV secretion system effector PieF ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,pieF,Dot/Icm (SS047) 
1286,VFG041311,YP_095992,Dot/Icm type IV secretion system effector PieG/LegG1 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,pieG/legG1,Dot/Icm (SS047) 
1287,VFG041312,YP_095994,"Dot/Icm type IV secretion system effector SetA, manipulating host cell vesicle trafficking factors ",Legionella pneumophila subsp. pneumophila str. Philadelphia 1,setA,Dot/Icm (SS047) 
1288,VFG041313,YP_096150,Dot/Icm type IV secretion system effector LegK2 calmodulin-dependent protein kinase ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legK2,Dot/Icm (SS047) 
1289,VFG041314,YP_096157,"Dot/Icm type IV secretion system effector AnkB/LegAU13/Ceg27, E3 ubiquitin ligase ",Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ankB/legAU13/ceg27,Dot/Icm (SS047) 
1290,VFG041315,YP_096168,Dot/Icm type IV secretion system effector SidJ ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,sidJ,Dot/Icm (SS047) 
1291,VFG041316,YP_096173,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2160,Dot/Icm (SS047) 
1292,VFG041317,YP_096179,Dot/Icm type IV secretion system effector Lem19 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem19,Dot/Icm (SS047) 
1293,VFG041318,YP_096188,"Dot/Icm type IV secretion system effector LegS2, targeting mitochondria ",Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legS2,Dot/Icm (SS047) 
1294,VFG041319,YP_096212,Dot/Icm type IV secretion system effector CegC4 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,cegC4,Dot/Icm (SS047) 
1295,VFG041320,YP_096227,Dot/Icm type IV secretion system effector LegA2 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legA2,Dot/Icm (SS047) 
1296,VFG041321,YP_096234,Dot/Icm type IV secretion system effector LpnE ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpnE,Dot/Icm (SS047) 
1297,VFG041322,YP_096236,Dot/Icm type IV secretion system effector PpgA ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ppgA,Dot/Icm (SS047) 
1298,VFG041323,YP_096260,Dot/Icm type IV secretion system effector Lem21 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem21,Dot/Icm (SS047) 
1299,VFG041324,YP_096309,Dot/Icm type IV secretion system effector AnkH/LegA3 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ankH/legA3/ankW,Dot/Icm (SS047) 
1300,VFG041325,YP_096331,Dot/Icm type IV secretion system effector AnkK/LegA5 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ankK/legA5,Dot/Icm (SS047) 
1301,VFG041326,YP_096336,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2327,Dot/Icm (SS047) 
1302,VFG041327,YP_096337,Dot/Icm type IV secretion system effector Lem22 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem22,Dot/Icm (SS047) 
1303,VFG041328,YP_096400,Dot/Icm type IV secretion system effector LegL6 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legL6,Dot/Icm (SS047) 
1304,VFG041329,YP_096408,Dot/Icm type IV secretion system effector LegL7 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legL7,Dot/Icm (SS047) 
1305,VFG041330,YP_096414,Dot/Icm type IV secretion system effector Lem23 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem23,Dot/Icm (SS047) 
1306,VFG041331,YP_096415,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2407,Dot/Icm (SS047) 
1307,VFG041332,YP_096417,Dot/Icm type IV secretion system effector Ceg29 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ceg29,Dot/Icm (SS047) 
1308,VFG041333,YP_096419,Dot/Icm type IV secretion system effector Lem24 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem24,Dot/Icm (SS047) 
1309,VFG041334,YP_096430,Dot/Icm type IV secretion system effector Lem25 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem25,Dot/Icm (SS047) 
1310,VFG041335,YP_096441,Dot/Icm type IV secretion system effector Ceg30 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ceg30,Dot/Icm (SS047) 
1311,VFG041336,YP_096459,Dot/Icm type IV secretion system effector AnkF/LegA14/Ceg31 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ankF/legA14/ceg31,Dot/Icm (SS047) 
1312,VFG041337,YP_096463,Dot/Icm type IV secretion system effector AnkD/LegA15 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ankD/legA15,Dot/Icm (SS047) 
1313,VFG041338,YP_096511,Dot/Icm type IV secretion system effector Ceg32/SidI ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ceg32/sidI,Dot/Icm (SS047) 
1314,VFG041339,YP_096515,Dot/Icm type IV secretion system effector SdjA ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,sdjA,Dot/Icm (SS047) 
1315,VFG041340,YP_096530,Dot/Icm type IV secretion system effector Lem26 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem26,Dot/Icm (SS047) 
1316,VFG041341,YP_096532,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2525,Dot/Icm (SS047) 
1317,VFG041342,YP_096534,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2527,Dot/Icm (SS047) 
1318,VFG041343,YP_096536,Dot/Icm type IV secretion system effector Lem27 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem27,Dot/Icm (SS047) 
1319,VFG041344,YP_096563,Dot/Icm type IV secretion system effector LegK3 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legK3,Dot/Icm (SS047) 
1320,VFG041345,YP_096596,Dot/Icm type IV secretion system effector Ceg33 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ceg33,Dot/Icm (SS047) 
1321,VFG041346,YP_096747,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2744,Dot/Icm (SS047) 
1322,VFG041347,YP_096799,Dot/Icm type IV secretion system effector Lem29 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem29,Dot/Icm (SS047) 
1323,VFG041348,YP_096821,Dot/Icm type IV secretion system effector Ceg34 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ceg34,Dot/Icm (SS047) 
1324,VFG041349,YP_096825,"Dot/Icm type IV secretion system effector LubX/LegU2, E3 ubiquitin ligase ",Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lubX/legU2,Dot/Icm (SS047) 
1325,VFG041350,YP_096856,"Dot/Icm type IV secretion system effector Lgt2/LegC8, glucosyltransferase ",Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lgt2/legC8,Dot/Icm (SS047) 
1326,VFG041351,YP_096991,Dot/Icm type IV secretion system effector LegP ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legP,Dot/Icm (SS047) 
1327,VFG042860,YP_094663,type IV pilus pilin ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,pilE3,type IV pili (AI111) 
1328,VFG042861,YP_094664,type IV pilus biogenesis PilY1-related protein ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,pilY1,type IV pili (AI111) 
1329,VFG042862,YP_094665,type IV pilus assembly protein PilX ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,pilX,type IV pili (AI111) 
1330,VFG042863,YP_094666,type IV fimbrial biogenesis protein PilW ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,pilW,type IV pili (AI111) 
1331,VFG042864,YP_094667,type IV pilus biogenesis protein PilV ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,pilV,type IV pili (AI111) 
1332,VFG042865,YP_094668,type IV pilus biogenesis protein FimT ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,fimT,type IV pili (AI111) 
1333,VFG042867,YP_095430,type IV pilus biogenesis protein PilZ ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,pilZ,type IV pili (AI111) 
1334,VFG042869,YP_095575,type IV pilus biogenesis protein PilF ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,pilF,type IV pili (AI111) 
1335,VFG042870,YP_096029,type IV pilus twitching motility protein PilT ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,pilT,type IV pili (AI111) 
1336,VFG043319,YP_094888,transcriptional regulator FleQ ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,fleQ,polar flagella (AI149) 
1337,VFG043320,YP_094940,flagella synthesis protein FlgN/type III secretory pathway chaperone ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,flgN,polar flagella (AI149) 
1338,VFG043321,YP_094941,negative regulator of flagellin synthesis ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,flgM,polar flagella (AI149) 
1339,VFG043331,YP_095255,flagellar rod assembly protein/muramidase FlgJ ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,flgJ,polar flagella (AI149) 
1340,VFG043336,YP_095368,flagellar biosynthesis protein FlaG ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,flaG,polar flagella (AI149) 
1341,VFG043338,YP_095715,flagellar hook-length control protein FliK ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,fliK,polar flagella (AI149) 
1342,VFG043340,YP_095783,flagellum-specific ATP synthase FliI ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,fliI,polar flagella (AI149) 
1343,VFG043345,YP_095788,sigma 54-dependent response regulator ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,fleR/flrC,polar flagella (AI149) 
1344,VFG043346,YP_095789,flagellar sensor histidine kinase FleS ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,fleS/flrB,polar flagella (AI149) 
1345,VFG043350,YP_095809,flagellar synthesis regulator FleN ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,fleN,polar flagella (AI149) 
1346,VFG043362,YP_096588,flagellar protein FlhB ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,flhB,polar flagella (AI149) 
1347,VFG044128,YP_095356,LbtU outer membrane receptor for Legiobactin ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lbtU,Legiobactin (VF0291) 
1348,VFG045330,YP_095353,LbtC inner membrane protein required for import of Legiobactin ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lbtC,Legiobactin (VF0291) 
1349,VFG045484,YP_094226,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg0172,Dot/Icm (VF0156) 
1350,VFG045485,YP_094235,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg0181,Dot/Icm (VF0156) 
1351,VFG045486,YP_094249,Dot/Icm type IV secretion system effector RavE ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ravE,Dot/Icm (VF0156) 
1352,VFG045487,YP_094250,Dot/Icm type IV secretion system effector RavF ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ravF,Dot/Icm (VF0156) 
1353,VFG045488,YP_094264,Dot/Icm type IV secretion system effector RavG ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ravG,Dot/Icm (VF0156) 
1354,VFG045489,YP_094311,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg0257,Dot/Icm (VF0156) 
1355,VFG045490,YP_094314,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg0260,Dot/Icm (VF0156) 
1356,VFG045491,YP_094408,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg0364,Dot/Icm (VF0156) 
1357,VFG045492,YP_094419,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg0375,Dot/Icm (VF0156) 
1358,VFG045493,YP_094445,Dot/Icm type IV secretion system effector LegA7 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legA7,Dot/Icm (VF0156) 
1359,VFG045494,YP_094449,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg0405,Dot/Icm (VF0156) 
1360,VFG045495,YP_094466,Dot/Icm type IV secretion system effector LegY ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legY,Dot/Icm (VF0156) 
